record_type,source_system,publisher,entity,title,summary,link,published_at,search_keyword,primary_hits,matched_tags,secondary_hits,language,region,title_kr,summary_kr,summary_source,collected_date,llm_keywords
news,google_rss,CNBC,"Ares, Blue Owl, Private Credit Industry","Saba Capital finds little appetite for tender offer of shares in Blue Owl, Starwood private credit funds - CNBC","Saba Capital finds little appetite for tender offer of shares in Blue Owl, Starwood private credit funds CNBC",https://www.cnbc.com/2026/04/27/private-credit-funds-saba-capital-tender-offers-for-shares-are-below-initial-expectations.html,2026-04-27 23:02:22,private credit,"private credit, private credit fund, private credit funds","Liquidity_Redemption, Captial_BlueOwl, Captial_Others","Blue Owl, Ares, cap",en,US,"사바 캐피털, 블루아울 및 스타우드 사모신용펀드 공개매수 수요 저조","사바 캐피털이 블루아울과 스타우드 사모신용펀드 지분 공개매수를 진행했으나 수요가 기대치에 못 미쳤음. 총 약 1,000만 달러를 매입했으며, 블루아울의 응답률은 1% 미만이었음.",body,,
news,google_rss,Reuters,Private Credit Industry,Exclusive: Weinstein's Saba Capital to raise $1 billion to buy souring private credit funds - Reuters,Exclusive: Weinstein's Saba Capital to raise $1 billion to buy souring private credit funds Reuters,https://www.reuters.com/business/weinsteins-saba-capital-raise-new-fund-sources-say-2026-04-27/,2026-04-27 21:03:37,private credit,"private credit, private credit fund, private credit funds",Liquidity_Redemption,cap,en,US,"와인스타인의 사바 캐피털, 부실 사모 신용 펀드 매입 위해 10억 달러 조달",와인스타인의 사바 캐피털이 부실화된 사모 신용 펀드를 매입하기 위해 10억 달러를 조달할 계획임.,title_only,,
news,google_rss,MarketWatch,Private Credit Industry,Opinion: Private credit isn’t safer than banks — it’s just better at hiding losses - MarketWatch,Opinion: Private credit isn’t safer than banks — it’s just better at hiding losses MarketWatch,https://www.marketwatch.com/story/private-credit-isnt-safer-than-banks-its-just-better-at-hiding-losses-84937515,2026-04-27 16:17:00,private credit,private credit,Credit_Risk,loss,en,US,오피니언: 사모신용은 은행보다 안전하지 않으며 손실을 더 잘 숨길 뿐이다,사모신용이 은행보다 안전한 것이 아니라 손실을 더 잘 숨기는 것뿐임.,title_only,,
news,google_rss,Reuters,Private Credit Industry,Short sellers' bets on life insurance stocks soar as private credit concerns grow - Reuters,Short sellers' bets on life insurance stocks soar as private credit concerns grow Reuters,https://www.reuters.com/legal/government/short-sellers-bets-life-insurance-stocks-soar-private-credit-concerns-grow-2026-04-27/,2026-04-27 14:19:53,private credit,private credit,Market_Sentiment,"concern, concerns",en,US,사모신용 우려 증가로 생명보험주 공매도 베팅 급증,사모신용에 대한 우려가 커지면서 생명보험주 공매도 베팅이 급증함.,title_only,,
news,google_rss,Bloomberg.com,Private Credit Industry,Watch Private Credit Risks Are Misunderstood: Ketchum - Bloomberg.com,Watch Private Credit Risks Are Misunderstood: Ketchum Bloomberg.com,https://www.bloomberg.com/news/videos/2026-04-27/private-credit-risks-are-misunderstood-ketchum-video,2026-04-27 00:00:00,private credit,private credit,Credit_Risk,credit risk,en,US,사모 신용 리스크에 대한 오해: 스티브 케첨,사운드 포인트 CEO 스티브 케첨은 사모 신용의 스트레스가 시장 붕괴가 아닌 부실 거래에서 기인했다고 주장함. 이는 훈련된 투자자들에게 거대한 매수 기회가 될 수 있다고 밝힘.,partial_body,,
news,google_rss,WSJ,Private Credit Industry,Financial Watchdog in Europe Seeks Info on Private Credit Ratings - WSJ,Financial Watchdog in Europe Seeks Info on Private Credit Ratings WSJ,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-04-24-2026/card/financial-watchdog-in-europe-seeks-info-on-private-credit-ratings-pKEJ8u6BRwYQr9UHkUxT,2026-04-24 08:21:40,private credit,private credit,Credit_Risk,rating,en,US,"유럽 금융감독기구, 사적 신용등급 관련 정보 요청 - WSJ",유럽 금융감독기구가 사적 신용등급에 관한 정보를 요청함.,title_only,,
news,google_rss,Bloomberg.com,Private Credit Industry,"KKR, Capital Group to Start Public-Private Credit Fund in Asia - Bloomberg.com","KKR, Capital Group to Start Public-Private Credit Fund in Asia Bloomberg.com",https://www.bloomberg.com/news/articles/2026-04-24/kkr-capital-group-to-start-public-private-credit-fund-in-asia,2026-04-24 04:46:00,private credit,"private credit, private credit fund",Liquidity_Redemption,cap,en,US,"KKR-캐피털 그룹, 아시아 지역 공공-민간 신용 펀드 출시",KKR와 캐피털 그룹이 리테일 자금 유치를 위해 올해 하반기 아시아 공공-민간 신용 펀드를 출시할 계획임. 지난해 미국 내 유사 펀드는 5억 달러 이상을 유치했음.,body,,
news,google_rss,Reuters,"Blackstone, Private Credit Industry",Blackstone defends private credit as assets swell past $1.3 trillion - Reuters,Blackstone defends private credit as assets swell past $1.3 trillion Reuters,https://www.reuters.com/legal/transactional/blackstones-first-quarter-profit-gets-boost-investment-gains-2026-04-23/,2026-04-23 17:29:27,private credit,private credit,Captial_Blackstone,Blackstone,en,US,"블랙스톤, 자산 1.3조 달러 돌파 속 사모신용 옹호",블랙스톤의 자산이 1.3조 달러를 넘어선 가운데 사모신용을 옹호함.,title_only,,
news,google_rss,CNBC,"Blackstone, Private Credit Industry","Blackstone President Jon Gray on Q1 results, AI boom and state of private credit - CNBC","Blackstone President Jon Gray on Q1 results, AI boom and state of private credit CNBC",https://www.cnbc.com/video/2026/04/23/blackstone-president-jon-gray-on-q1-results-ai-boom-and-state-of-private-credit.html,2026-04-23 12:36:00,private credit,private credit,Captial_Blackstone,Blackstone,en,US,"블랙스톤 존 그레이 사장, 1분기 실적과 AI 붐 및 사모 신용 현황 논의","블랙스톤 존 그레이 사장이 'Squawk Box'에 출연해 1분기 실적, AI 붐 및 사내 도입, 사모 신용 현황 등을 논의함.",partial_body,,
news,google_rss,Bloomberg.com,Private Credit Industry,Watch Stifel CEO Sees Liquidity Mismatch in Private Credit - Bloomberg.com,Watch Stifel CEO Sees Liquidity Mismatch in Private Credit Bloomberg.com,https://www.bloomberg.com/news/videos/2026-04-23/stifel-ceo-sees-liquidity-mismatch-in-private-credit-video,2026-04-23 00:00:00,private credit,private credit,Liquidity_Redemption,liquidity,en,US,"스티펠 CEO, 사모 신용의 유동성 불일치 지적",론 크루셰프스키 스티펠 CEO가 사모 신용 자산의 주된 문제가 기초 자산의 질보다는 유동성 불일치에 있다고 강조함.,partial_body,,
